stopwords_removed,trigrams_mlbb
"['bosan', 'lag', 'lag', 'lag', 'dn', 'lag', 'sinyak', 'stbil', 'wifi', 'parah', 'total', 'mending', 'ganti', 'pindah']","[('bosan', 'lag', 'lag'), ('lag', 'lag', 'lag'), ('lag', 'lag', 'dn'), ('lag', 'dn', 'lag'), ('dn', 'lag', 'sinyak'), ('lag', 'sinyak', 'stbil'), ('sinyak', 'stbil', 'wifi'), ('stbil', 'wifi', 'parah'), ('wifi', 'parah', 'total'), ('parah', 'total', 'mending'), ('total', 'mending', 'ganti'), ('mending', 'ganti', 'pindah')]"
"['kompak', 'jng', 'pilihin', 'busuk', 'kurang', 'sekolah', 'masa', 'sinyal', 'merah', 'anggap', 'afk', 'gimana']","[('kompak', 'jng', 'pilihin'), ('jng', 'pilihin', 'busuk'), ('pilihin', 'busuk', 'kurang'), ('busuk', 'kurang', 'sekolah'), ('kurang', 'sekolah', 'masa'), ('sekolah', 'masa', 'sinyal'), ('masa', 'sinyal', 'merah'), ('sinyal', 'merah', 'anggap'), ('merah', 'anggap', 'afk'), ('anggap', 'afk', 'gimana')]"
"['percumah', 'menang', 'menang', 'kalah', 'ting', 'satu', 'bot']","[('percumah', 'menang', 'menang'), ('menang', 'menang', 'kalah'), ('menang', 'kalah', 'ting'), ('kalah', 'ting', 'satu'), ('ting', 'satu', 'bot')]"
"['kenapa', 'sudah', 'makin', 'lama', 'makin', 'jelek', 'lag', 'lag', 'jelas', 'dalam', 'tanding', 'patah', 'patah', 'tibatiba', 'afk', 'patah', 'patah', 'mending', 'brawl', 'clasic', 'patah', 'patah', 'aplikasi', 'makin', 'lama', 'makin', 'berat', 'makin', 'patah', 'patah', 'tolong', 'baik', 'sedikit', 'ringan', 'jangan', 'terlalu', 'berat', 'kasi', 'pengunaan', 'ram', 'kecil', 'tanggap', 'ubah', 'mending', 'pindah']","[('kenapa', 'sudah', 'makin'), ('sudah', 'makin', 'lama'), ('makin', 'lama', 'makin'), ('lama', 'makin', 'jelek'), ('makin', 'jelek', 'lag'), ('jelek', 'lag', 'lag'), ('lag', 'lag', 'jelas'), ('lag', 'jelas', 'dalam'), ('jelas', 'dalam', 'tanding'), ('dalam', 'tanding', 'patah'), ('tanding', 'patah', 'patah'), ('patah', 'patah', 'tibatiba'), ('patah', 'tibatiba', 'afk'), ('tibatiba', 'afk', 'patah'), ('afk', 'patah', 'patah'), ('patah', 'patah', 'mending'), ('patah', 'mending', 'brawl'), ('mending', 'brawl', 'clasic'), ('brawl', 'clasic', 'patah'), ('clasic', 'patah', 'patah'), ('patah', 'patah', 'aplikasi'), ('patah', 'aplikasi', 'makin'), ('aplikasi', 'makin', 'lama'), ('makin', 'lama', 'makin'), ('lama', 'makin', 'berat'), ('makin', 'berat', 'makin'), ('berat', 'makin', 'patah'), ('makin', 'patah', 'patah'), ('patah', 'patah', 'tolong'), ('patah', 'tolong', 'baik'), ('tolong', 'baik', 'sedikit'), ('baik', 'sedikit', 'ringan'), ('sedikit', 'ringan', 'jangan'), ('ringan', 'jangan', 'terlalu'), ('jangan', 'terlalu', 'berat'), ('terlalu', 'berat', 'kasi'), ('berat', 'kasi', 'pengunaan'), ('kasi', 'pengunaan', 'ram'), ('pengunaan', 'ram', 'kecil'), ('ram', 'kecil', 'tanggap'), ('kecil', 'tanggap', 'ubah'), ('tanggap', 'ubah', 'mending'), ('ubah', 'mending', 'pindah')]"
"['buruk', 'binatang', 'baik', 'bug', 'sinyal', 'mu']","[('buruk', 'binatang', 'baik'), ('binatang', 'baik', 'bug'), ('baik', 'bug', 'sinyal'), ('bug', 'sinyal', 'mu')]"
"['halo', 'mas', 'muntun', 'tolong', 'jago', 'cape', 'gendong', 'pasti', 'menang', 'kalah', 'menang', 'kalah', 'percaya', 'akun', 'sutsujinkw', 'pindah', 'terimakasih']","[('halo', 'mas', 'muntun'), ('mas', 'muntun', 'tolong'), ('muntun', 'tolong', 'jago'), ('tolong', 'jago', 'cape'), ('jago', 'cape', 'gendong'), ('cape', 'gendong', 'pasti'), ('gendong', 'pasti', 'menang'), ('pasti', 'menang', 'kalah'), ('menang', 'kalah', 'menang'), ('kalah', 'menang', 'kalah'), ('menang', 'kalah', 'percaya'), ('kalah', 'percaya', 'akun'), ('percaya', 'akun', 'sutsujinkw'), ('akun', 'sutsujinkw', 'pindah'), ('sutsujinkw', 'pindah', 'terimakasih')]"
"['lag', 'banyak', 'emperor']","[('lag', 'banyak', 'emperor')]"
"['mohon', 'baik', 'eror', 'bnyk', 'gelap']","[('mohon', 'baik', 'eror'), ('baik', 'eror', 'bnyk'), ('eror', 'bnyk', 'gelap')]"
"['ban', 'akun', 'lama', 'dri', 'defeet', 'mllu']","[('ban', 'akun', 'lama'), ('akun', 'lama', 'dri'), ('lama', 'dri', 'defeet'), ('dri', 'defeet', 'mllu')]"
"['lag', 'server', 'bug', 'ui', 'lag', 'server', 'speed', 'on', 'lag', 'gerak', 'speed', 'off', 'lag', 'gerak', 'bug', 'ui', 'bug', 'tanding', 'draft', 'pasuk', 'tanding']","[('lag', 'server', 'bug'), ('server', 'bug', 'ui'), ('bug', 'ui', 'lag'), ('ui', 'lag', 'server'), ('lag', 'server', 'speed'), ('server', 'speed', 'on'), ('speed', 'on', 'lag'), ('on', 'lag', 'gerak'), ('lag', 'gerak', 'speed'), ('gerak', 'speed', 'off'), ('speed', 'off', 'lag'), ('off', 'lag', 'gerak'), ('lag', 'gerak', 'bug'), ('gerak', 'bug', 'ui'), ('bug', 'ui', 'bug'), ('ui', 'bug', 'tanding'), ('bug', 'tanding', 'draft'), ('tanding', 'draft', 'pasuk'), ('draft', 'pasuk', 'tanding')]"
"['ap', 'anjing']",[]
"['maaf', 'hapus', 'males', 'beban', 'teman', 'lama', 'pensi', 'terimakasih', 'banyak', 'nemenin', 'mungkin', 'nanti', 'kapankapan']","[('maaf', 'hapus', 'males'), ('hapus', 'males', 'beban'), ('males', 'beban', 'teman'), ('beban', 'teman', 'lama'), ('teman', 'lama', 'pensi'), ('lama', 'pensi', 'terimakasih'), ('pensi', 'terimakasih', 'banyak'), ('terimakasih', 'banyak', 'nemenin'), ('banyak', 'nemenin', 'mungkin'), ('nemenin', 'mungkin', 'nanti'), ('mungkin', 'nanti', 'kapankapan')]"
"['banyak', 'gelap']",[]
"['orng', 'baru', 'pertama', 'mending', 'usah', 'happy', 'tenang', 'gan', 'stres', 'pusing']","[('orng', 'baru', 'pertama'), ('baru', 'pertama', 'mending'), ('pertama', 'mending', 'usah'), ('mending', 'usah', 'happy'), ('usah', 'happy', 'tenang'), ('happy', 'tenang', 'gan'), ('tenang', 'gan', 'stres'), ('gan', 'stres', 'pusing')]"
"['ketemu', 'gelap', 'mana', 'mana', 'jelas']","[('ketemu', 'gelap', 'mana'), ('gelap', 'mana', 'mana'), ('mana', 'mana', 'jelas')]"
"['tolol', 'kalah']",[]
"['rusak', 'lol']",[]
"['stres', 'isi', 'gelap', 'swmua']","[('stres', 'isi', 'gelap'), ('isi', 'gelap', 'swmua')]"
"['makin', 'update', 'makin', 'lag', 'jelas', 'loogin', 'sampai', 'gerak', 'lancar', 'tetap', 'ngaruh', 'sekian', 'terimakasih', 'gaji']","[('makin', 'update', 'makin'), ('update', 'makin', 'lag'), ('makin', 'lag', 'jelas'), ('lag', 'jelas', 'loogin'), ('jelas', 'loogin', 'sampai'), ('loogin', 'sampai', 'gerak'), ('sampai', 'gerak', 'lancar'), ('gerak', 'lancar', 'tetap'), ('lancar', 'tetap', 'ngaruh'), ('tetap', 'ngaruh', 'sekian'), ('ngaruh', 'sekian', 'terimakasih'), ('sekian', 'terimakasih', 'gaji')]"
"['adil', 'dalam', 'pilih', 'bot', 'semua', 'sedang', 'musuh', 'jago', 'jago']","[('adil', 'dalam', 'pilih'), ('dalam', 'pilih', 'bot'), ('pilih', 'bot', 'semua'), ('bot', 'semua', 'sedang'), ('semua', 'sedang', 'musuh'), ('sedang', 'musuh', 'jago'), ('musuh', 'jago', 'jago')]"
"['adill', 'dalam', 'bagi', 'banyak', 'gelap', 'musuh', 'gg', 'bot']","[('adill', 'dalam', 'bagi'), ('dalam', 'bagi', 'banyak'), ('bagi', 'banyak', 'gelap'), ('banyak', 'gelap', 'musuh'), ('gelap', 'musuh', 'gg'), ('musuh', 'gg', 'bot')]"
"['sinyal', 'hilang', 'mati', 'sinyal', 'pull', 'tolong', 'baik', 'sudah', 'baik', 'bintang', 'naikin', 'bintang', 'lima']","[('sinyal', 'hilang', 'mati'), ('hilang', 'mati', 'sinyal'), ('mati', 'sinyal', 'pull'), ('sinyal', 'pull', 'tolong'), ('pull', 'tolong', 'baik'), ('tolong', 'baik', 'sudah'), ('baik', 'sudah', 'baik'), ('sudah', 'baik', 'bintang'), ('baik', 'bintang', 'naikin'), ('bintang', 'naikin', 'bintang'), ('naikin', 'bintang', 'lima')]"
"['percuma', 'update', 'cape', 'sumpah', 'bot', 'musuh', 'sakit', 'banya', 'buuf', 'buka', 'update', 'makin', 'bagus', 'mah', 'makin', 'parah', 'dasar', 'gaje', 'lol']","[('percuma', 'update', 'cape'), ('update', 'cape', 'sumpah'), ('cape', 'sumpah', 'bot'), ('sumpah', 'bot', 'musuh'), ('bot', 'musuh', 'sakit'), ('musuh', 'sakit', 'banya'), ('sakit', 'banya', 'buuf'), ('banya', 'buuf', 'buka'), ('buuf', 'buka', 'update'), ('buka', 'update', 'makin'), ('update', 'makin', 'bagus'), ('makin', 'bagus', 'mah'), ('bagus', 'mah', 'makin'), ('mah', 'makin', 'parah'), ('makin', 'parah', 'dasar'), ('parah', 'dasar', 'gaje'), ('dasar', 'gaje', 'lol')]"
"['grafik', 'bagus', 'tetapi', 'jangan', 'mainin', 'samsung', 'oppo']","[('grafik', 'bagus', 'tetapi'), ('bagus', 'tetapi', 'jangan'), ('tetapi', 'jangan', 'mainin'), ('jangan', 'mainin', 'samsung'), ('mainin', 'samsung', 'oppo')]"
"['sial', 'ajg', 'kasi', 'teman', 'draksistem']","[('sial', 'ajg', 'kasi'), ('ajg', 'kasi', 'teman'), ('kasi', 'teman', 'draksistem')]"
"['beres', 'lek', 'sinyal', 'pin', 'bagus', 'gerak', 'jelek', 'buruk']","[('beres', 'lek', 'sinyal'), ('lek', 'sinyal', 'pin'), ('sinyal', 'pin', 'bagus'), ('pin', 'bagus', 'gerak'), ('bagus', 'gerak', 'jelek'), ('gerak', 'jelek', 'buruk')]"
"['banyak', 'gelap', 'minimal', 'banget', 'mvp', 'turun', 'bintang', 'lebih', 'baik', 'kalah', 'mvp', 'bintang', 'bayangin', 'gendong', 'gendong', 'ujung', 'ujung', 'kalah', 'aneh', 'gendong', 'rugi', 'bahkan', 'ngerti']","[('banyak', 'gelap', 'minimal'), ('gelap', 'minimal', 'banget'), ('minimal', 'banget', 'mvp'), ('banget', 'mvp', 'turun'), ('mvp', 'turun', 'bintang'), ('turun', 'bintang', 'lebih'), ('bintang', 'lebih', 'baik'), ('lebih', 'baik', 'kalah'), ('baik', 'kalah', 'mvp'), ('kalah', 'mvp', 'bintang'), ('mvp', 'bintang', 'bayangin'), ('bintang', 'bayangin', 'gendong'), ('bayangin', 'gendong', 'gendong'), ('gendong', 'gendong', 'ujung'), ('gendong', 'ujung', 'ujung'), ('ujung', 'ujung', 'kalah'), ('ujung', 'kalah', 'aneh'), ('kalah', 'aneh', 'gendong'), ('aneh', 'gendong', 'rugi'), ('gendong', 'rugi', 'bahkan'), ('rugi', 'bahkan', 'ngerti')]"
"['nek', 'ngekeii', 'genah', 'tel', 'gatel']","[('nek', 'ngekeii', 'genah'), ('ngekeii', 'genah', 'tel'), ('genah', 'tel', 'gatel')]"
"['tolong', 'koneksi', 'diperbaikigua', 'kalah', 'gara', 'koneksi', 'stabil']","[('tolong', 'koneksi', 'diperbaikigua'), ('koneksi', 'diperbaikigua', 'kalah'), ('diperbaikigua', 'kalah', 'gara'), ('kalah', 'gara', 'koneksi'), ('gara', 'koneksi', 'stabil')]"
"['elek', 'masa', 'sinyal', 'ijo', 'lag', 'niat', 'bintang', 'lawak', 'sinyal', 'perhati', 'su']","[('elek', 'masa', 'sinyal'), ('masa', 'sinyal', 'ijo'), ('sinyal', 'ijo', 'lag'), ('ijo', 'lag', 'niat'), ('lag', 'niat', 'bintang'), ('niat', 'bintang', 'lawak'), ('bintang', 'lawak', 'sinyal'), ('lawak', 'sinyal', 'perhati'), ('sinyal', 'perhati', 'su')]"
"['hama', 'draft', 'bug', 'hama', 'jelas', 'hama']","[('hama', 'draft', 'bug'), ('draft', 'bug', 'hama'), ('bug', 'hama', 'jelas'), ('hama', 'jelas', 'hama')]"
"['lag', 'ping', 'jumping', 'sinyal', 'bagus']","[('lag', 'ping', 'jumping'), ('ping', 'jumping', 'sinyal'), ('jumping', 'sinyal', 'bagus')]"
"['tolong', 'masa', 'lag', 'trs', 'tadi']","[('tolong', 'masa', 'lag'), ('masa', 'lag', 'trs'), ('lag', 'trs', 'tadi')]"
"['bug', 'sinyal', 'bner']","[('bug', 'sinyal', 'bner')]"
"['tolong', 'sinyal', 'rusak', 'iya', 'loby', 'sinyal', 'hijau', 'trs', 'dalam', 'sinyal', 'merah', 'kuning', 'beri', 'bintang', 'lima', 'bukan', 'rekomendasitapi', 'biar', 'komenan', 'lihat', 'tindak', 'lanjut', 'meryport', 'jelasjelas', 'mangganggu', 'kog', 'kena', 'pelanggaranini', 'adi', 'banget', 'sinyal', 'lag', 'buka', 'pemberitahuan', 'sinyal', 'setabil', 'kog', 'malh', 'afk', 'gimana', 'maksud', 'minimal', 'adil']","[('tolong', 'sinyal', 'rusak'), ('sinyal', 'rusak', 'iya'), ('rusak', 'iya', 'loby'), ('iya', 'loby', 'sinyal'), ('loby', 'sinyal', 'hijau'), ('sinyal', 'hijau', 'trs'), ('hijau', 'trs', 'dalam'), ('trs', 'dalam', 'sinyal'), ('dalam', 'sinyal', 'merah'), ('sinyal', 'merah', 'kuning'), ('merah', 'kuning', 'beri'), ('kuning', 'beri', 'bintang'), ('beri', 'bintang', 'lima'), ('bintang', 'lima', 'bukan'), ('lima', 'bukan', 'rekomendasitapi'), ('bukan', 'rekomendasitapi', 'biar'), ('rekomendasitapi', 'biar', 'komenan'), ('biar', 'komenan', 'lihat'), ('komenan', 'lihat', 'tindak'), ('lihat', 'tindak', 'lanjut'), ('tindak', 'lanjut', 'meryport'), ('lanjut', 'meryport', 'jelasjelas'), ('meryport', 'jelasjelas', 'mangganggu'), ('jelasjelas', 'mangganggu', 'kog'), ('mangganggu', 'kog', 'kena'), ('kog', 'kena', 'pelanggaranini'), ('kena', 'pelanggaranini', 'adi'), ('pelanggaranini', 'adi', 'banget'), ('adi', 'banget', 'sinyal'), ('banget', 'sinyal', 'lag'), ('sinyal', 'lag', 'buka'), ('lag', 'buka', 'pemberitahuan'), ('buka', 'pemberitahuan', 'sinyal'), ('pemberitahuan', 'sinyal', 'setabil'), ('sinyal', 'setabil', 'kog'), ('setabil', 'kog', 'malh'), ('kog', 'malh', 'afk'), ('malh', 'afk', 'gimana'), ('afk', 'gimana', 'maksud'), ('gimana', 'maksud', 'minimal'), ('maksud', 'minimal', 'adil')]"
"['he', 'kena', 'afk', 'gara', 'sinyal', 'd', 'berhentiin', 'paket', 'unlimited', 'edition', 'tolong', 'd', 'baik', 'bagus', 'kog']","[('he', 'kena', 'afk'), ('kena', 'afk', 'gara'), ('afk', 'gara', 'sinyal'), ('gara', 'sinyal', 'd'), ('sinyal', 'd', 'berhentiin'), ('d', 'berhentiin', 'paket'), ('berhentiin', 'paket', 'unlimited'), ('paket', 'unlimited', 'edition'), ('unlimited', 'edition', 'tolong'), ('edition', 'tolong', 'd'), ('tolong', 'd', 'baik'), ('d', 'baik', 'bagus'), ('baik', 'bagus', 'kog')]"
"['sinyal', 'jelek']",[]
"['ngasi', 'benar', 'dr', 'kemarin', 'sesoen', 'sampai', 'sekarang', 'jls', 'sudah', 'mabar', 'epic', 'klau', 'org', 'komen', 'tanggap', 'tondasar', 'jls']","[('ngasi', 'benar', 'dr'), ('benar', 'dr', 'kemarin'), ('dr', 'kemarin', 'sesoen'), ('kemarin', 'sesoen', 'sampai'), ('sesoen', 'sampai', 'sekarang'), ('sampai', 'sekarang', 'jls'), ('sekarang', 'jls', 'sudah'), ('jls', 'sudah', 'mabar'), ('sudah', 'mabar', 'epic'), ('mabar', 'epic', 'klau'), ('epic', 'klau', 'org'), ('klau', 'org', 'komen'), ('org', 'komen', 'tanggap'), ('komen', 'tanggap', 'tondasar'), ('tanggap', 'tondasar', 'jls')]"
"['iqoo', 'neo', 'chipset', 'snapdragon', 'gen', 'masa', 'iya', 'panas', 'sedikit', 'langsung', 'redup', 'cerah', 'redup', 'sudah', 'beberapa', 'report', 'tetapi', 'solusi']","[('iqoo', 'neo', 'chipset'), ('neo', 'chipset', 'snapdragon'), ('chipset', 'snapdragon', 'gen'), ('snapdragon', 'gen', 'masa'), ('gen', 'masa', 'iya'), ('masa', 'iya', 'panas'), ('iya', 'panas', 'sedikit'), ('panas', 'sedikit', 'langsung'), ('sedikit', 'langsung', 'redup'), ('langsung', 'redup', 'cerah'), ('redup', 'cerah', 'redup'), ('cerah', 'redup', 'sudah'), ('redup', 'sudah', 'beberapa'), ('sudah', 'beberapa', 'report'), ('beberapa', 'report', 'tetapi'), ('report', 'tetapi', 'solusi')]"
"['gim', 'seru']",[]
"['bagus', 'patah', 'jelas']","[('bagus', 'patah', 'jelas')]"
"['ngasi', 'musuh', 'pandang', 'capek', 'jir', 'push', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kompak', 'musuh', 'turun', 'imo', 'semua', 'epik', 'kelar', 'kelar', 'capek', 'jirr']","[('ngasi', 'musuh', 'pandang'), ('musuh', 'pandang', 'capek'), ('pandang', 'capek', 'jir'), ('capek', 'jir', 'push'), ('jir', 'push', 'naik'), ('push', 'naik', 'turun'), ('naik', 'turun', 'naik'), ('turun', 'naik', 'turun'), ('naik', 'turun', 'kapan'), ('turun', 'kapan', 'imonya'), ('kapan', 'imonya', 'kompak'), ('imonya', 'kompak', 'musuh'), ('kompak', 'musuh', 'turun'), ('musuh', 'turun', 'imo'), ('turun', 'imo', 'semua'), ('imo', 'semua', 'epik'), ('semua', 'epik', 'kelar'), ('epik', 'kelar', 'kelar'), ('kelar', 'kelar', 'capek'), ('kelar', 'capek', 'jirr')]"
"['bug', 'mu', 'rusak', 'jing']","[('bug', 'mu', 'rusak'), ('mu', 'rusak', 'jing')]"
"['buruk', 'dunia']",[]
"['selalu', 'buruk', 'hijau', 'buruk']","[('selalu', 'buruk', 'hijau'), ('buruk', 'hijau', 'buruk')]"
"['sumpah', 'tambah', 'lama', 'tambah', 'benar', 'kasi', 'teman', 'imbang', 'jangan', 'berat']","[('sumpah', 'tambah', 'lama'), ('tambah', 'lama', 'tambah'), ('lama', 'tambah', 'benar'), ('tambah', 'benar', 'kasi'), ('benar', 'kasi', 'teman'), ('kasi', 'teman', 'imbang'), ('teman', 'imbang', 'jangan'), ('imbang', 'jangan', 'berat')]"
"['tolol', 'adil', 'kikir', 'buruk', 'moga', 'hapus', 'playstore']","[('tolol', 'adil', 'kikir'), ('adil', 'kikir', 'buruk'), ('kikir', 'buruk', 'moga'), ('buruk', 'moga', 'hapus'), ('moga', 'hapus', 'playstore')]"
"['tolol', 'banyak', 'draksistem']","[('tolol', 'banyak', 'draksistem')]"
"['walaupun', 'kesal', 'favorit']","[('walaupun', 'kesal', 'favorit')]"
"['games', 'skrng', 'bantak', 'bocil']","[('games', 'skrng', 'bantak'), ('skrng', 'bantak', 'bocil')]"
"['minimal', 'starlight', 'member', 'bug', 'ngestak', 'lv', 'dri', 'lalu', 'tolong', 'rusak', 'minimal', 'gaji', 'minggu']","[('minimal', 'starlight', 'member'), ('starlight', 'member', 'bug'), ('member', 'bug', 'ngestak'), ('bug', 'ngestak', 'lv'), ('ngestak', 'lv', 'dri'), ('lv', 'dri', 'lalu'), ('dri', 'lalu', 'tolong'), ('lalu', 'tolong', 'rusak'), ('tolong', 'rusak', 'minimal'), ('rusak', 'minimal', 'gaji'), ('minimal', 'gaji', 'minggu')]"
"['musuh', 'imbang']",[]
"['lag', 'suka', 'maju', 'maju', 'sendiri', 'enk']","[('lag', 'suka', 'maju'), ('suka', 'maju', 'maju'), ('maju', 'maju', 'sendiri'), ('maju', 'sendiri', 'enk')]"
['cocok'],[]
"['baru', 'tulis', 'ulas', 'lama', 'berapa', 'report', 'after', 'kirain', 'sendiri', 'rasain', 'inbalance', 'nyata', 'banyak', 'kasus', 'tinggal', 'setia']","[('baru', 'tulis', 'ulas'), ('tulis', 'ulas', 'lama'), ('ulas', 'lama', 'berapa'), ('lama', 'berapa', 'report'), ('berapa', 'report', 'after'), ('report', 'after', 'kirain'), ('after', 'kirain', 'sendiri'), ('kirain', 'sendiri', 'rasain'), ('sendiri', 'rasain', 'inbalance'), ('rasain', 'inbalance', 'nyata'), ('inbalance', 'nyata', 'banyak'), ('nyata', 'banyak', 'kasus'), ('banyak', 'kasus', 'tinggal'), ('kasus', 'tinggal', 'setia')]"
"['buruk', 'asli', 'bagus']","[('buruk', 'asli', 'bagus')]"
"['mohon', 'atas', 'imbang', 'draft', 'pilih', 'role']","[('mohon', 'atas', 'imbang'), ('atas', 'imbang', 'draft'), ('imbang', 'draft', 'pilih'), ('draft', 'pilih', 'role')]"
"['knapa', 'bngt', 'lag', 'sendiri', 'bukan', 'cuma', 'sya', 'kena', 'kena', 'pdahal', 'sinyal', 'lancar', 'pubg', 'pernah', 'kya']","[('knapa', 'bngt', 'lag'), ('bngt', 'lag', 'sendiri'), ('lag', 'sendiri', 'bukan'), ('sendiri', 'bukan', 'cuma'), ('bukan', 'cuma', 'sya'), ('cuma', 'sya', 'kena'), ('sya', 'kena', 'kena'), ('kena', 'kena', 'pdahal'), ('kena', 'pdahal', 'sinyal'), ('pdahal', 'sinyal', 'lancar'), ('sinyal', 'lancar', 'pubg'), ('lancar', 'pubg', 'pernah'), ('pubg', 'pernah', 'kya')]"
"['senang', 'stres', 'lumayan', 'kecuali', 'gelap']","[('senang', 'stres', 'lumayan'), ('stres', 'lumayan', 'kecuali'), ('lumayan', 'kecuali', 'gelap')]"
"['bosen', 'kalah', 'mending', 'ajar']","[('bosen', 'kalah', 'mending'), ('kalah', 'mending', 'ajar')]"
"['kontl', 'su', 'isi', 'gelap', 'jan', 'donlod', 'ges', 'gl']","[('kontl', 'su', 'isi'), ('su', 'isi', 'gelap'), ('isi', 'gelap', 'jan'), ('gelap', 'jan', 'donlod'), ('jan', 'donlod', 'ges'), ('donlod', 'ges', 'gl')]"
"['sinyal', 'hilang', 'habis', 'tu', 'draf', 'lag', 'banget', 'mending', 'fix', 'ngurusin', 'update', 'rusak']","[('sinyal', 'hilang', 'habis'), ('hilang', 'habis', 'tu'), ('habis', 'tu', 'draf'), ('tu', 'draf', 'lag'), ('draf', 'lag', 'banget'), ('lag', 'banget', 'mending'), ('banget', 'mending', 'fix'), ('mending', 'fix', 'ngurusin'), ('fix', 'ngurusin', 'update'), ('ngurusin', 'update', 'rusak')]"
"['baik', 'bug', 'bukan', 'skin', 'keluar', 'wifi', 'rumah', 'oke', 'bug', 'bosen', 'jika', 'bug']","[('baik', 'bug', 'bukan'), ('bug', 'bukan', 'skin'), ('bukan', 'skin', 'keluar'), ('skin', 'keluar', 'wifi'), ('keluar', 'wifi', 'rumah'), ('wifi', 'rumah', 'oke'), ('rumah', 'oke', 'bug'), ('oke', 'bug', 'bosen'), ('bug', 'bosen', 'jika'), ('bosen', 'jika', 'bug')]"
"['kenapa', 'baik', 'lag', 'banget', 'tolong', 'rusak', 'susah', 'mood']","[('kenapa', 'baik', 'lag'), ('baik', 'lag', 'banget'), ('lag', 'banget', 'tolong'), ('banget', 'tolong', 'rusak'), ('tolong', 'rusak', 'susah'), ('rusak', 'susah', 'mood')]"
"['lag', 'parah', 'bagus', 'becus', 'cepet', 'rusak', 'pindah', 'rasain']","[('lag', 'parah', 'bagus'), ('parah', 'bagus', 'becus'), ('bagus', 'becus', 'cepet'), ('becus', 'cepet', 'rusak'), ('cepet', 'rusak', 'pindah'), ('rusak', 'pindah', 'rasain')]"
['rusak'],[]
"['tolong', 'ubah', 'selalu', 'lain', 'alam', 'format', 'biasa', 'dua', 'imbang', 'beberapa', 'duo', 'trio', 'beda', 'beda', 'saling', 'kenal', 'baru', 'kenal', 'bahkan', 'kenal', 'satu', 'lainbiasanya', 'duotrio', 'suatu', 'dominasi', 'tetapi', 'duotrio', 'satu', 'kompak', 'akibat', 'ketidakseimbangan', 'rusak', 'alam']","[('tolong', 'ubah', 'selalu'), ('ubah', 'selalu', 'lain'), ('selalu', 'lain', 'alam'), ('lain', 'alam', 'format'), ('alam', 'format', 'biasa'), ('format', 'biasa', 'dua'), ('biasa', 'dua', 'imbang'), ('dua', 'imbang', 'beberapa'), ('imbang', 'beberapa', 'duo'), ('beberapa', 'duo', 'trio'), ('duo', 'trio', 'beda'), ('trio', 'beda', 'beda'), ('beda', 'beda', 'saling'), ('beda', 'saling', 'kenal'), ('saling', 'kenal', 'baru'), ('kenal', 'baru', 'kenal'), ('baru', 'kenal', 'bahkan'), ('kenal', 'bahkan', 'kenal'), ('bahkan', 'kenal', 'satu'), ('kenal', 'satu', 'lainbiasanya'), ('satu', 'lainbiasanya', 'duotrio'), ('lainbiasanya', 'duotrio', 'suatu'), ('duotrio', 'suatu', 'dominasi'), ('suatu', 'dominasi', 'tetapi'), ('dominasi', 'tetapi', 'duotrio'), ('tetapi', 'duotrio', 'satu'), ('duotrio', 'satu', 'kompak'), ('satu', 'kompak', 'akibat'), ('kompak', 'akibat', 'ketidakseimbangan'), ('akibat', 'ketidakseimbangan', 'rusak'), ('ketidakseimbangan', 'rusak', 'alam')]"
"['ketemu', 'gelap', 'sudah', 'gendong', 'capek', 'juang', 'gabisa', 'bahkan', 'musuh', 'jago', 'banget', 'mohon', 'baik']","[('ketemu', 'gelap', 'sudah'), ('gelap', 'sudah', 'gendong'), ('sudah', 'gendong', 'capek'), ('gendong', 'capek', 'juang'), ('capek', 'juang', 'gabisa'), ('juang', 'gabisa', 'bahkan'), ('gabisa', 'bahkan', 'musuh'), ('bahkan', 'musuh', 'jago'), ('musuh', 'jago', 'banget'), ('jago', 'banget', 'mohon'), ('banget', 'mohon', 'baik')]"
"['woy', 'server', 'masalah', 'rusak', 'masa', 'sinyal', 'full', 'langsung', 'ping', 'down', 'aneh', 'banget', 'lama', 'lama']","[('woy', 'server', 'masalah'), ('server', 'masalah', 'rusak'), ('masalah', 'rusak', 'masa'), ('rusak', 'masa', 'sinyal'), ('masa', 'sinyal', 'full'), ('sinyal', 'full', 'langsung'), ('full', 'langsung', 'ping'), ('langsung', 'ping', 'down'), ('ping', 'down', 'aneh'), ('down', 'aneh', 'banget'), ('aneh', 'banget', 'lama'), ('banget', 'lama', 'lama')]"
"['los', 'hapus']",[]
['buruk'],[]
['kntl'],[]
"['rusak', 'kg', 'tenang', 'lag', 'banget', 'lancar', 'lag', 'parah', 'gimana']","[('rusak', 'kg', 'tenang'), ('kg', 'tenang', 'lag'), ('tenang', 'lag', 'banget'), ('lag', 'banget', 'lancar'), ('banget', 'lancar', 'lag'), ('lancar', 'lag', 'parah'), ('lag', 'parah', 'gimana')]"
"['ganguan', 'maet', 'engga', 'jelas']","[('ganguan', 'maet', 'engga'), ('maet', 'engga', 'jelas')]"
